name,x_coordinate,y_coordinate,xy_type,uprn,statusdetail,status,sizecategory,primarytechnology
Kinlochleven Hydro Power Station,218729,762021,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Gaur,246415,756890,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Broomfield Industrial Estate,371942,759144,From Data Source,117128865,Potential,Potential,Unknown,Cooling Towers
Pitlochry,293515,757730,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Loch Gair,192865,691305,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Sron Mor,264850,798415,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Striven,205595,683990,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Aigas,247395,843655,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Kilmorack,249410,844225,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Orrin,246905,851695,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Tor Achilty,244625,854520,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Ceannacroc,222745,810690,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Biomass District Heating and GSHP,258456,665959,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Banchory Christian Fellowship Church biomass,370037,796002,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
"Comrie Parish Church, Perthshire",277358,722022,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
"Assynt Leisure Centre, Pellet Heating System, Sutherland",209113,922142,From Data Source,,In scoping,Potential,Small to medium (>45kW and <1MW),Heat Only Boiler
Iskcon Scotland Ltd biomass,281106,639773,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
"Atholl Centre, Pitlochry, Solar Thermal and Pellet Boiler",294172,758050,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Foyers Falls,249845,820010,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Barony College,302603,586980,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
John Wheatley College New Campus (biomass),267525,665859,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Montrose Sports Centre,372068,757598,From Data Source,117124421,Potential,Potential,Unknown,Cooling Towers
Invergarry,231930,801320,From Data Source,,Operational,Actual,Large (1MW+),Hydro
"Beshara School Biomass, Phase 1",341825,612231,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Balamacara estate; Lochalsh House and Estate Office,179787,827492,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Livishie,240245,817495,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Scottish Sculpture Workshop biomass,347460,822260,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Plodda Lodge field centre,229856,825990,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Moray Bio Energy Centre Woodfuel Project,306704,856958,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Crossreach Rubislaw Park Road Care home,390971,805160,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Ground Source Heat Pump
Lochaber College,210436,774461,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Fife Park,349055,716314,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Solar Thermal
Cassley,247325,901540,From Data Source,,Operational,Actual,Large (1MW+),Hydro
ParkLea Branching Out biomass,235009,673936,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Woodend Barn Arts Centre,371729,796707,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Cashlie,248530,741735,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Laidlaw Memorial Pool,365338,620462,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
David Marshall Lodge,252112,701186,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Scottish War Blinded Linburn Centre,312220,668465,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Ground Source Heat Pump
Knockando Woolmill,319218,841728,From Data Source,,Under construction,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Garvald House,310021,649217,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Scottish School of Forestry Balloch biomass,273863,846238,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Loch Eilde Mor Hydro (Kinlochleven extension),221625,763589,From Data Source,,Under Construction,Actual,Large (1MW+),Hydro
Acharacle Community Company Biomass,168474,767514,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Hunterston,232119,653198,From Data Source,,Awaiting Construction,Actual,Large (1MW+),Hydro
Woodfuel district heating scheme,305008,863605,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Cassiltoun Trust,260878,659496,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Ground Source Heat Pump
Windmill Centre Heating & HW Replacement (biomass),363758,740455,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Station House Co-operative Biomass,303956,864472,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Turret water treatment works,286500,721600,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Kippford Improvement Association and Village Hall,283812,554824,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Air Source Heat Pump
Lodge @ Glencanisp,211606,922116,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Rosslyn Chapel Trust Project,327538,663158,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Lussa,164170,688680,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Rothienorman Community Bowling Biomass,372116,835688,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Badaguish project - biomass 1,295672,811314,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Gatehouse of Fleet Community Centre ASHP,259680,556289,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Air Source Heat Pump
Badaguish project - biomass 2,295672,811314,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Vatersay District Heating,63900,794100,From Data Source,,in scoping,Potential,Small to medium (>45kW and <1MW),Heat Only Boiler
Corbden Street,372084,757142,From Data Source,117120340,Potential,Potential,Unknown,Cooling Towers
Inverfarigaig,252100,823700,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Kingairloch,183600,753300,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Douglas Water Hydro,204559,706950,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Inverlael Hydro,218650,885650,From Data Source,,Operational,Actual,Large (1MW+),Hydro
River E Hydro Scheme,252100,816300,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Innerhadden Burn Hydro,265950,750850,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Cuileig Hydro Scheme,219300,878900,From Data Source,,Operational,Actual,Large (1MW+),Hydro
School Street,130928.1,659861.6,From Data Source,10015476021,Potential,Potential,Unknown,Cooling Towers
Garrogie Hydro Scheme,250100,813300,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Inver Hydro,144165,671452,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Loch An Laoigh Hydro,201607,839621,From Data Source,,Awaiting Construction,Actual,Large (1MW+),Hydro
Lower Suileag hydro,205628,778554,From Data Source,,Awaiting Construction,Actual,Large (1MW+),Hydro
"Allt Beithe
Hydroelectric Scheme",241636,923168,From Data Source,,Awaiting Construction,Actual,Large (1MW+),Hydro
Allt a Chraois Hydroelectric Scheme,255229,911716,From Data Source,,Awaiting Construction,Actual,Large (1MW+),Hydro
Leacann Hydro,202172,702341,From Data Source,,Under Construction,Actual,Large (1MW+),Hydro
"Abhainn Srath Coir an Easaidh on the Reay Forest Estate, Sutherland.",243457,941822,From Data Source,,Awaiting Construction,Actual,Large (1MW+),Hydro
Attadale Estate Hydro,200062,836426,From Data Source,,Awaiting Construction,Actual,Large (1MW+),Hydro
Ederline Hydro,192775,703372,From Data Source,,Operational,Actual,Large (1MW+),Hydro
,389788.5,806679.8,From Data Source,10025445908,Potential,Potential,Unknown,Cooling Towers
Port Ellen,139078,643861,From Data Source,125080519,Potential,Potential,Unknown,Cooling Towers
Glen Luss Hydro,236213,692906,From Data Source,,Awaiting Construction,Actual,Large (1MW+),Hydro
River Lochy Hydro,219760,727460,From Data Source,,Under Construction,Actual,Large (1MW+),Hydro
River Taodail Hydro,194657,842146,From Data Source,,Under Construction,Actual,Large (1MW+),Hydro
Munlochy Village Hall,264877,853412,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
River Braan Hydro (Re-submission),299506,740918,From Data Source,,Awaiting Construction,Actual,Large (1MW+),Hydro
Donich Water Hydro,221500,701500,From Data Source,,Under Construction,Actual,Large (1MW+),Hydro
Glen Fyne 'Merk' Hydro,209952,709286,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Beinn Eagagach Hydro,288377,751719,From Data Source,,Awaiting Construction,Actual,Large (1MW+),Hydro
Allt Garbh hydro,218018,822389,From Data Source,,Under Construction,Actual,Large (1MW+),Hydro
Glengyle Road,171599,620806,From Data Source,,Potential,Potential,Unknown,Cooling Towers
Carnoch Hydro,185300,760500,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Kilmelfort,184035,714385,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Dalchonzie,274035,721990,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Lednock,276730,722040,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Lubreoch,245310,741720,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Loch Ericht,255340,772785,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Mullardoch Tunnel,222860,831415,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Achanalt,225895,861615,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Longrow,171724,620710,From Data Source,,Potential,Potential,Unknown,Cooling Towers
Mucomir,218350,783900,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Findon Hall Community Centre Biomass,260539,859481,From Data Source,,Operating,Actual,Small to medium (>45kW and <1MW),Heat Only Boiler
Lairg,257505,906940,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Cuaich,265640,787175,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Innerwick Hydro,258577,747751,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Allt Fionn - resubmission,233200,720700,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Derrydarroch,212176,775418,From Data Source,,Under Construction,Actual,Large (1MW+),Hydro
Cia Aig Hydro,217196,788748,From Data Source,,Under Construction,Actual,Large (1MW+),Hydro
Ardtalnaig Hydro Scheme (resubmission),268858,739100,From Data Source,,Under Construction,Actual,Large (1MW+),Hydro
Invervar Hydro - resubmission,266469,748148,From Data Source,,Under Construction,Actual,Large (1MW+),Hydro
Bruar Hydro Scheme,282340,772772,From Data Source,,Operational,Actual,Large (1MW+),Hydro
High Street,172040,620970.3,From Data Source,10015418025,Potential,Potential,Unknown,Cooling Towers
Garbhaig Hydro Scheme,190263,871166,From Data Source,,Under Construction,Actual,Large (1MW+),Hydro
Chonais Hydro,204700,849300,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Ardtornish Estate-Upgrade to existing,173510,746790,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Maldie Burn,225150,934050,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Black Rock,259900,866800,From Data Source,,Operational,Actual,Large (1MW+),Hydro
Ben Glas,232100,718600,From Data Source,,Under Construction,Actual,Large (1MW+),Hydro
Allt Ladaidh Hydro,222875,800386,From Data Source,,Under Construction,Actual,Large (1MW+),Hydro
Allt na Moine,169268,854081,From Data Source,,Awaiting Construction,Actual,Large (1MW+),Hydro
WWF Scotland Wood Fuel System,302620,742230,From Data Source,,Operating,Actual,Micro (<=45kW),Heat Only Boiler
Clyde Maritime Trust Tall Ship Glenlee,256388,665570,From Data Source,,Operating,Actual,Micro (<=45kW),Water Source Heat Pump
Perth College,309961,724664,From Data Source,,Operating,Actual,Micro (<=45kW),Solar Thermal
Ardkinglas Estate,217900,710643,Postcode Centroid,125057324,Potential,Potential,Unknown,Cooling Towers
St Ternan's Scottish Episcopal Church Replacement Heating System,385585,799805,From Data Source,,Operating,Actual,Micro (<=45kW),Heat Only Boiler
"Biomass heating for Yester Kirk, Gifford",353061,668038,From Data Source,,Operating,Actual,Micro (<=45kW),Heat Only Boiler
Badachro hydro scheme - resubmission,179040,871370,From Data Source,,Awaiting Construction,Actual,Large (1MW+),Hydro
Action Outdoors - GSHP,285684,679974,From Data Source,,Operating,Actual,Micro (<=45kW),Ground Source Heat Pump
Alltnacriche activity centre - heat pump,288135,810707,From Data Source,,Operating,Actual,Micro (<=45kW),Ground Source Heat Pump
Ellon Parish Church,395850,830539,From Data Source,,Operating,Actual,Micro (<=45kW),Ground Source Heat Pump
Fenwick Parish Church Hall,246464,643394,From Data Source,,Operating,Actual,Micro (<=45kW),Air Source Heat Pump
Grampian Fire and Rescue,391052,806478,From Data Source,,Operating,Actual,Micro (<=45kW),Ground Source Heat Pump
Highland Museum of Childhood,248551,858444,From Data Source,,Operating,Actual,Micro (<=45kW),Air Source Heat Pump
Chaorach Hydro,246250,725250,From Data Source,,Under Construction,Actual,Large (1MW+),Hydro
Moray Art Centre,305211,863749,From Data Source,,Operating,Actual,Micro (<=45kW),Ground Source Heat Pump
Muirton Wildlife Trust Renewables Project heat pump,349377,751152,From Data Source,,Operating,Actual,Micro (<=45kW),Ground Source Heat Pump
New Lanark Heat Pump,288105,642432,From Data Source,,Operating,Actual,Micro (<=45kW),Ground Source Heat Pump
SCARF Aberdeen Office Heat Pump,395049,806673,From Data Source,,Operating,Actual,Micro (<=45kW),Air Source Heat Pump
The Bible Centre Air Source Heat Pumps,246707,667663,From Data Source,,Operating,Actual,Micro (<=45kW),Air Source Heat Pump
Dochas Gallery,186425,687966,From Data Source,,Operating,Actual,Micro (<=45kW),Ground Source Heat Pump
Portsoy Salmon House Heat Pump,358475,865600,From Data Source,,Operating,Actual,Micro (<=45kW),Ground Source Heat Pump
Bridge Of Grudie,196459,867347,From Data Source,,Under Construction,Actual,Large (1MW+),Hydro
Inverclyde Solar Project,221474,660444,From Data Source,,Operating,Actual,Micro (<=45kW),Solar Thermal
SLAD Day care centre,174826,826396,From Data Source,,Operating,Actual,Micro (<=45kW),Air Source Heat Pump
"Sport Scotland, Inverclyde, Solar Project",221474,660444,From Data Source,,Operating,Actual,Micro (<=45kW),Solar Thermal
Alltnacriche activity centre - solar thermal,288135,810707,From Data Source,,Operating,Actual,Micro (<=45kW),Solar Thermal
Langwell Estate hydro scheme,218915,901914,From Data Source,,Under Construction,Actual,Large (1MW+),Hydro
